method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,run_mvs,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,depth_conf_shifted,loss_multiplier,pose_loss_multiplier,choice,dataset,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,feature_extractor,max_ba_iterations,source,series_label_override,dataset_collection,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,depth_abs_rel,quality,avge,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,alignment_scale,pred_depth_l1,pred_depth_absrel,pred_depth_rmse,inference_time,peak_memory_mb,peak_memory_reserved_mb,processing_time,sfm_file_path,input_folder,output_folder,initial_points,gsplat_cfg_file_path,used_cache,cache_load_time,plot_series
vggt,100,42,0.0,66763,random,,,,0,10,minfarthestpose,100,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,radial,,15000,15000,,MCMC,,,,,Shared Cam,,Random Init,Use BA,aliked+sp,250,gsplat,,indoor,19.729663848876953,0.32293960452079773,0.616676926612854,1000000,0.006302780006080866,0.497849702835083,,,0.43308124064314735,0.31757092001889153,66763,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_mradial_aliked-sp_c0.0_p66763_random_minfarthestpose_useba_maxba250_sharedcam_i100_gteval_randinit66763_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_mradial_aliked-sp_c0.0_p66763_random_minfarthestpose_useba_maxba250_sharedcam_i100_gteval_randinit66763_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_mradial_aliked-sp_c0.0_p66763_random_minfarthestpose_useba_maxba250_sharedcam_i100_gteval_randinit66763_steps15000,0.4978,0.026013,100,8.293748,,,,0.0,0,0,22.82658362388611,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_mradial_aliked-sp_c0.0_p66763_random_minfarthestpose_useba_maxba250_sharedcam/eval_results.json,bonsai_2_n100_s42_mradial_aliked-sp_c0.0_p66763_random_minfarthestpose_useba_maxba250_sharedcam,bonsai_2_n100_s42_mradial_aliked-sp_c0.0_p66763_random_minfarthestpose_useba_maxba250_sharedcam_i100_gteval_randinit66763_steps15000_val_step14999.json,66763,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_mradial_aliked-sp_c0.0_p66763_random_minfarthestpose_useba_maxba250_sharedcam_i100_gteval_randinit66763_steps15000/stats/config.json,True,1.6143286228179932,vggt | Random Init | Use BA
vggt,100,42,0.0,41914,random,,,,0,10,minfarthestpose,100,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,counter,,,15000,15000,,MCMC,,,,,,,Random Init,,,,gsplat,,indoor,20.17898178100586,0.34267646074295044,0.6365390419960022,1000000,0.007659002672880888,0.3872610032558441,,,0.44083397066229113,0.3183833165388317,41914,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p41914_random_minfarthestpose_i100_gteval_randinit41914_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p41914_random_minfarthestpose_i100_gteval_randinit41914_steps15000/stats/val_step14999.json,counter_2_n100_s42_c0.0_p41914_random_minfarthestpose_i100_gteval_randinit41914_steps15000,0.3873,0.030482,100,4.485239,,,,0.0,0,0,3.2702128887176514,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p41914_random_minfarthestpose/eval_results.json,counter_2_n100_s42_c0.0_p41914_random_minfarthestpose,counter_2_n100_s42_c0.0_p41914_random_minfarthestpose_i100_gteval_randinit41914_steps15000_val_step14999.json,41914,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p41914_random_minfarthestpose_i100_gteval_randinit41914_steps15000/stats/config.json,True,1.156740427017212,vggt | Random Init | 
vggt,100,42,0.0,17352,random,,,,0,10,farthestpose,100,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bicycle,radial,,15000,15000,,MCMC,,,,,Shared Cam,,Random Init,Use BA,aliked+sp,250,gsplat,,outdoor,17.713621139526367,0.56191086769104,0.30456820130348206,1000000,0.008761337026953697,0.5899049639701843,,,0.06571426857904317,0.47092188656273964,17352,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_mradial_aliked-sp_c0.0_p17352_random_farthestpose_useba_maxba250_sharedcam_i100_gteval_randinit17352_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_mradial_aliked-sp_c0.0_p17352_random_farthestpose_useba_maxba250_sharedcam_i100_gteval_randinit17352_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_mradial_aliked-sp_c0.0_p17352_random_farthestpose_useba_maxba250_sharedcam_i100_gteval_randinit17352_steps15000,0.5899,0.03799,100,5.634601,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_mradial_aliked-sp_c0.0_p17352_random_farthestpose_useba_maxba250_sharedcam/eval_results.json,bicycle_4_n100_s42_mradial_aliked-sp_c0.0_p17352_random_farthestpose_useba_maxba250_sharedcam,bicycle_4_n100_s42_mradial_aliked-sp_c0.0_p17352_random_farthestpose_useba_maxba250_sharedcam_i100_gteval_randinit17352_steps15000_val_step14999.json,17352,,,,vggt | Random Init | Use BA
colmap,100,42,,17352,,,,,0,10,farthestpose,100,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,colmap,bicycle,,,15000,15000,default,MCMC,,,,,Shared Cam,,Random Init,,,,gsplat,,outdoor,21.157697677612305,0.5056108236312866,0.45401525497436523,1000000,0.0017129764892160892,0.09855562448501587,,,0.2516425151651443,0.4173928849754428,17352,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit17352_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit17352_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit17352_steps15000,0.0986,0.006893,100,1.077433,,,,48.263854026794434,1699,1699,0.0,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n100_s42_default_farthestpose_sharedcam/eval_results.json,bicycle_4_n100_s42_default_farthestpose_sharedcam,bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit17352_steps15000_val_step14999.json,17352,,,,colmap | Random Init | 
vggt,100,42,0.0,17352,random,,,,0,10,farthestpose,100,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bicycle,,,15000,15000,,MCMC,,,,,,,Random Init,,,,gsplat,,outdoor,17.855695724487305,0.5818175673484802,0.3078228831291199,1000000,0.015081527642905712,0.716057538986206,,,0.05796051590840804,0.4767245958646767,17352,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p17352_random_farthestpose_i100_gteval_randinit17352_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p17352_random_farthestpose_i100_gteval_randinit17352_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p17352_random_farthestpose_i100_gteval_randinit17352_steps15000,0.7161,0.065623,100,5.788567,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p17352_random_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p17352_random_farthestpose,bicycle_4_n100_s42_c0.0_p17352_random_farthestpose_i100_gteval_randinit17352_steps15000_val_step14999.json,17352,,,,vggt | Random Init | 
vggt,100,42,0.0,70656,random,,,,0,10,farthestpose,100,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,garden,radial,,15000,15000,,MCMC,,,,,Shared Cam,,Random Init,Use BA,aliked+sp,250,gsplat,,outdoor,18.521589279174805,0.46003612875938416,0.357613742351532,1000000,0.0032176030799746513,0.32922714948654175,,,0.17458306708995833,0.4251938276682754,70656,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n100_s42_mradial_aliked-sp_c0.0_p70656_random_farthestpose_useba_maxba250_sharedcam_i100_gteval_randinit70656_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n100_s42_mradial_aliked-sp_c0.0_p70656_random_farthestpose_useba_maxba250_sharedcam_i100_gteval_randinit70656_steps15000/stats/val_step14999.json,garden_2_n100_s42_mradial_aliked-sp_c0.0_p70656_random_farthestpose_useba_maxba250_sharedcam_i100_gteval_randinit70656_steps15000,0.3292,0.014488,100,6.036735,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/garden_2_n100_s42_mradial_aliked-sp_c0.0_p70656_random_farthestpose_useba_maxba250_sharedcam/eval_results.json,garden_2_n100_s42_mradial_aliked-sp_c0.0_p70656_random_farthestpose_useba_maxba250_sharedcam,garden_2_n100_s42_mradial_aliked-sp_c0.0_p70656_random_farthestpose_useba_maxba250_sharedcam_i100_gteval_randinit70656_steps15000_val_step14999.json,70656,,,,vggt | Random Init | Use BA
colmap,100,42,,70656,,,,,0,10,farthestpose,100,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,colmap,garden,,,15000,15000,default,MCMC,,,,,Shared Cam,,Random Init,,,,gsplat,,outdoor,21.481029510498047,0.3382422924041748,0.46890342235565186,1000000,0.0006200820789672434,0.06278770416975021,,,0.3696505804972806,0.35803882472393367,70656,/home/ojab2/work/git/gsplat/results/colmap_outputs/garden_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit70656_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/garden_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit70656_steps15000/stats/val_step14999.json,garden_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit70656_steps15000,0.0628,0.002621,100,1.057253,,,,120.1125156879425,10100,10100,0.0,/home/ojab2/work/git/vggt/colmap_outputs/garden_2_n100_s42_default_farthestpose_sharedcam/eval_results.json,garden_2_n100_s42_default_farthestpose_sharedcam,garden_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit70656_steps15000_val_step14999.json,70656,,,,colmap | Random Init | 
vggt,100,42,0.0,70656,random,,,,0,10,farthestpose,100,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,garden,,,15000,15000,,MCMC,,,,,,,Random Init,,,,gsplat,,outdoor,18.752622604370117,0.5294361114501953,0.36812448501586914,1000000,0.005971261765807867,0.373338520526886,,,0.14216859964986686,0.4458897513603136,70656,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n100_s42_c0.0_p70656_random_farthestpose_i100_gteval_randinit70656_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n100_s42_c0.0_p70656_random_farthestpose_i100_gteval_randinit70656_steps15000/stats/val_step14999.json,garden_2_n100_s42_c0.0_p70656_random_farthestpose_i100_gteval_randinit70656_steps15000,0.3733,0.026869,100,6.069829,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/garden_2_n100_s42_c0.0_p70656_random_farthestpose/eval_results.json,garden_2_n100_s42_c0.0_p70656_random_farthestpose,garden_2_n100_s42_c0.0_p70656_random_farthestpose_i100_gteval_randinit70656_steps15000_val_step14999.json,70656,,,,vggt | Random Init | 
vggt,100,42,0.0,19683,random,,,,0,10,farthestpose,100,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,stump,radial,,15000,15000,,MCMC,,,,,Shared Cam,,Random Init,Use BA,aliked+sp,250,gsplat,,outdoor,19.11687469482422,0.5691958665847778,0.4431573748588562,1000000,0.010673359967768192,0.6949854493141174,,,0.16824983295641455,0.4425565766582027,19683,/home/ojab2/work/git/gsplat/results/vggt_outputs/stump_2_n100_s42_mradial_aliked-sp_c0.0_p19683_random_farthestpose_useba_maxba250_sharedcam_i100_gteval_randinit19683_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/stump_2_n100_s42_mradial_aliked-sp_c0.0_p19683_random_farthestpose_useba_maxba250_sharedcam_i100_gteval_randinit19683_steps15000/stats/val_step14999.json,stump_2_n100_s42_mradial_aliked-sp_c0.0_p19683_random_farthestpose_useba_maxba250_sharedcam_i100_gteval_randinit19683_steps15000,0.695,0.043247,100,4.76216,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/stump_2_n100_s42_mradial_aliked-sp_c0.0_p19683_random_farthestpose_useba_maxba250_sharedcam/eval_results.json,stump_2_n100_s42_mradial_aliked-sp_c0.0_p19683_random_farthestpose_useba_maxba250_sharedcam,stump_2_n100_s42_mradial_aliked-sp_c0.0_p19683_random_farthestpose_useba_maxba250_sharedcam_i100_gteval_randinit19683_steps15000_val_step14999.json,19683,,,,vggt | Random Init | Use BA
colmap,100,42,,19683,,,,,0,10,farthestpose,100,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,colmap,stump,,,15000,15000,default,MCMC,,,,,Shared Cam,,Random Init,,,,gsplat,,outdoor,24.38896942138672,0.41143161058425903,0.683302104473114,1000000,0.0005273927235975862,0.02191883511841297,,,0.5037020743861454,0.3259436017913583,19683,/home/ojab2/work/git/gsplat/results/colmap_outputs/stump_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit19683_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/stump_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit19683_steps15000/stats/val_step14999.json,stump_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit19683_steps15000,0.0219,0.002013,100,0.977613,,,,51.79742503166199,9836,9836,0.0,/home/ojab2/work/git/vggt/colmap_outputs/stump_2_n100_s42_default_farthestpose_sharedcam/eval_results.json,stump_2_n100_s42_default_farthestpose_sharedcam,stump_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_randinit19683_steps15000_val_step14999.json,19683,,,,colmap | Random Init | 
vggt,100,42,0.0,19683,random,,,,0,10,farthestpose,100,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,stump,,,15000,15000,,MCMC,,,,,,,Random Init,,,,gsplat,,outdoor,18.901220321655273,0.6045355200767517,0.4447765350341797,1000000,0.04037195071578026,0.855804443359375,,,0.14338850982782514,0.4541825274385077,19683,/home/ojab2/work/git/gsplat/results/vggt_outputs/stump_2_n100_s42_c0.0_p19683_random_farthestpose_i100_gteval_randinit19683_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/stump_2_n100_s42_c0.0_p19683_random_farthestpose_i100_gteval_randinit19683_steps15000/stats/val_step14999.json,stump_2_n100_s42_c0.0_p19683_random_farthestpose_i100_gteval_randinit19683_steps15000,0.8558,0.162829,100,4.685178,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/stump_2_n100_s42_c0.0_p19683_random_farthestpose/eval_results.json,stump_2_n100_s42_c0.0_p19683_random_farthestpose,stump_2_n100_s42_c0.0_p19683_random_farthestpose_i100_gteval_randinit19683_steps15000_val_step14999.json,19683,,,,vggt | Random Init | 
vggt,87,42,0.0,10313,random,,,,0,10,farthestpose,87,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,lego,pinhole,,15000,15000,,MCMC,,,,,Shared Cam,,Random Init,Use BA,aliked+sp,250,gsplat,,synthetic,22.966323852539062,0.0814644917845726,0.8377726674079895,1000000,0.0044213770888745785,0.2679864764213562,0.08857330679893494,0.02080390602350235,0.7713738552756398,0.16309664049137038,10313,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_mpinhole_aliked-sp_c0.0_p10313_random_farthestpose_useba_maxba250_sharedcam_i87_gteval_randinit10313_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_mpinhole_aliked-sp_c0.0_p10313_random_farthestpose_useba_maxba250_sharedcam_i87_gteval_randinit10313_steps15000/stats/val_step14999.json,lego_1_n87_s42_mpinhole_aliked-sp_c0.0_p10313_random_farthestpose_useba_maxba250_sharedcam_i87_gteval_randinit10313_steps15000,0.2685,0.015949,87,4.038841,0.0438,0.0124,0.1148,,,,,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n87_s42_mpinhole_aliked-sp_c0.0_p10313_random_farthestpose_useba_maxba250_sharedcam/eval_results.json,lego_1_n87_s42_mpinhole_aliked-sp_c0.0_p10313_random_farthestpose_useba_maxba250_sharedcam,lego_1_n87_s42_mpinhole_aliked-sp_c0.0_p10313_random_farthestpose_useba_maxba250_sharedcam_i87_gteval_randinit10313_steps15000_val_step14999.json,10313,,,,vggt | Random Init | Use BA
colmap,87,42,,10313,,,,,0,10,farthestpose,87,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,colmap,lego,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,Random Init,,,,gsplat,,synthetic,22.51445960998535,0.07084132730960846,0.8500616550445557,1000000,0.11692719161510468,10.478508949279785,0.029956117272377014,0.031175049021840096,0.7767500503447399,0.15455492631720236,10313,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_randinit10313_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_randinit10313_steps15000/stats/val_step14999.json,lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_randinit10313_steps15000,10.4784,0.403756,87,0.885202,,,,47.262017250061035,6778,6778,0.0,/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam,lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_randinit10313_steps15000_val_step14999.json,10313,,,,colmap | Random Init | 
vggt,87,42,0.0,10313,random,,,,0,10,farthestpose,87,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,lego,,,15000,15000,,MCMC,,,,,,,Random Init,,,,gsplat,,synthetic,20.54804039001465,0.10715515911579132,0.7762610912322998,1000000,0.00519891083240509,0.29696083068847656,0.08761314302682877,0.02060927450656891,0.6747607095935578,0.1963266994841904,10313,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p10313_random_farthestpose_i87_gteval_randinit10313_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p10313_random_farthestpose_i87_gteval_randinit10313_steps15000/stats/val_step14999.json,lego_1_n87_s42_c0.0_p10313_random_farthestpose_i87_gteval_randinit10313_steps15000,0.2976,0.018838,87,4.04904,0.0478,0.0135,0.118,,,,,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n87_s42_c0.0_p10313_random_farthestpose/eval_results.json,lego_1_n87_s42_c0.0_p10313_random_farthestpose,lego_1_n87_s42_c0.0_p10313_random_farthestpose_i87_gteval_randinit10313_steps15000_val_step14999.json,10313,,,,vggt | Random Init | 
vggt,87,42,0.0,5146,random,,,,0,10,farthestpose,87,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,ship,pinhole,,15000,15000,,MCMC,,,,,Shared Cam,,Random Init,Use BA,aliked+sp,250,gsplat,,synthetic,19.131961822509766,0.27744001150131226,0.680974543094635,1000000,0.00786924734711647,0.4286872148513794,0.40791600942611694,0.07373788207769394,0.48769979844084027,0.28482529191503475,5146,/home/ojab2/work/git/gsplat/results/vggt_outputs/ship_1_n87_s42_mpinhole_aliked-sp_c0.0_p5146_random_farthestpose_useba_maxba250_sharedcam_i87_gteval_randinit5146_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/ship_1_n87_s42_mpinhole_aliked-sp_c0.0_p5146_random_farthestpose_useba_maxba250_sharedcam_i87_gteval_randinit5146_steps15000/stats/val_step14999.json,ship_1_n87_s42_mpinhole_aliked-sp_c0.0_p5146_random_farthestpose_useba_maxba250_sharedcam_i87_gteval_randinit5146_steps15000,0.429,0.025089,87,4.367609,0.1645,0.0436,0.2731,,,,,/home/ojab2/work/git/vggt/vggt_outputs/ship_1_n87_s42_mpinhole_aliked-sp_c0.0_p5146_random_farthestpose_useba_maxba250_sharedcam/eval_results.json,ship_1_n87_s42_mpinhole_aliked-sp_c0.0_p5146_random_farthestpose_useba_maxba250_sharedcam,ship_1_n87_s42_mpinhole_aliked-sp_c0.0_p5146_random_farthestpose_useba_maxba250_sharedcam_i87_gteval_randinit5146_steps15000_val_step14999.json,5146,,,,vggt | Random Init | Use BA
colmap,87,42,,5146,,,,,0,10,farthestpose,87,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,colmap,ship,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,Random Init,,,,gsplat,,synthetic,22.390541076660156,0.19511778652668,0.7592623233795166,1000000,0.0035610124468803406,0.2434609830379486,0.04545228183269501,0.04529782757163048,0.644642374610808,0.23051166386314703,5146,/home/ojab2/work/git/gsplat/results/colmap_outputs/ship_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_randinit5146_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/ship_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_randinit5146_steps15000/stats/val_step14999.json,ship_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_randinit5146_steps15000,0.2458,0.011214,80,0.865091,,,,25.509971380233765,983,983,0.0,/home/ojab2/work/git/vggt/colmap_outputs/ship_1_n87_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,ship_1_n87_s42_default_mpinhole_farthestpose_sharedcam,ship_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_randinit5146_steps15000_val_step14999.json,5146,,,,colmap | Random Init | 
vggt,87,42,0.0,5146,random,,,,0,10,farthestpose,87,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,ship,,,15000,15000,,MCMC,,,,,,,Random Init,,,,gsplat,,synthetic,20.868000030517578,0.20354929566383362,0.7149653434753418,1000000,0.008744901046156883,0.48668351769447327,0.15131452679634094,0.028517359867691994,0.5853378681721355,0.24854136131647855,5146,/home/ojab2/work/git/gsplat/results/vggt_outputs/ship_1_n87_s42_c0.0_p5146_random_farthestpose_i87_gteval_randinit5146_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/ship_1_n87_s42_c0.0_p5146_random_farthestpose_i87_gteval_randinit5146_steps15000/stats/val_step14999.json,ship_1_n87_s42_c0.0_p5146_random_farthestpose_i87_gteval_randinit5146_steps15000,0.4869,0.027807,87,4.301907,0.1056,0.0284,0.2389,,,,,/home/ojab2/work/git/vggt/vggt_outputs/ship_1_n87_s42_c0.0_p5146_random_farthestpose/eval_results.json,ship_1_n87_s42_c0.0_p5146_random_farthestpose,ship_1_n87_s42_c0.0_p5146_random_farthestpose_i87_gteval_randinit5146_steps15000_val_step14999.json,5146,,,,vggt | Random Init | 
vggt,87,42,0.0,3866,random,,,,0,10,farthestpose,87,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,drums,pinhole,,15000,15000,,MCMC,,,,,Shared Cam,,Random Init,Use BA,aliked+sp,250,gsplat,,synthetic,18.609399795532227,0.12247894704341888,0.8162282109260559,1000000,0.003188657807186246,0.2348719835281372,0.08063479512929916,0.01813683472573757,0.6527734141097277,0.18831302157437016,3866,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n87_s42_mpinhole_aliked-sp_c0.0_p3866_random_farthestpose_useba_maxba250_sharedcam_i87_gteval_randinit3866_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n87_s42_mpinhole_aliked-sp_c0.0_p3866_random_farthestpose_useba_maxba250_sharedcam_i87_gteval_randinit3866_steps15000/stats/val_step14999.json,drums_1_n87_s42_mpinhole_aliked-sp_c0.0_p3866_random_farthestpose_useba_maxba250_sharedcam_i87_gteval_randinit3866_steps15000,0.2352,0.010833,87,3.904996,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/drums_1_n87_s42_mpinhole_aliked-sp_c0.0_p3866_random_farthestpose_useba_maxba250_sharedcam/eval_results.json,drums_1_n87_s42_mpinhole_aliked-sp_c0.0_p3866_random_farthestpose_useba_maxba250_sharedcam,drums_1_n87_s42_mpinhole_aliked-sp_c0.0_p3866_random_farthestpose_useba_maxba250_sharedcam_i87_gteval_randinit3866_steps15000_val_step14999.json,3866,,,,vggt | Random Init | Use BA
vggt,87,42,0.0,3866,random,,,,0,10,farthestpose,87,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,drums,,,15000,15000,,MCMC,,,,,,,Random Init,,,,gsplat,,synthetic,19.695270538330078,0.12628315389156342,0.8378478288650513,1000000,0.0029657548293471336,0.17242297530174255,0.08406314998865128,0.018943730741739273,0.683176907163072,0.17989708327449982,3866,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n87_s42_c0.0_p3866_random_farthestpose_i87_gteval_randinit3866_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n87_s42_c0.0_p3866_random_farthestpose_i87_gteval_randinit3866_steps15000/stats/val_step14999.json,drums_1_n87_s42_c0.0_p3866_random_farthestpose_i87_gteval_randinit3866_steps15000,0.173,0.01002,87,3.881439,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/drums_1_n87_s42_c0.0_p3866_random_farthestpose/eval_results.json,drums_1_n87_s42_c0.0_p3866_random_farthestpose,drums_1_n87_s42_c0.0_p3866_random_farthestpose_i87_gteval_randinit3866_steps15000_val_step14999.json,3866,,,,vggt | Random Init | 
colmap,87,42,,,,,,,0,10,farthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,drums,pinhole,,,,default,MCMC,,,,,Shared Cam,,,,,,sfm,,synthetic,,,,,,,,,,,,/home/ojab2/work/git/vggt/colmap_outputs/drums_1_n87_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,,drums_1_n87_s42_default_mpinhole_farthestpose_sharedcam,0.1528,0.009899,79,0.837402,,,,70.49110555648804,6778,6778,0.0,/home/ojab2/work/git/vggt/colmap_outputs/drums_1_n87_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,drums_1_n87_s42_default_mpinhole_farthestpose_sharedcam,,,,,,colmap |  | 
