method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,choice,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,max_ba_iterations,source,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,quality,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,sfm_file_path,input_folder,output_folder,initial_points,plot_series,num_images_jitter
combined,20,42,0.0,22000,voxels,,,,0,10,farthestpose,20,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Global Alignment,Align Glued,Shared Cam,,,,,gsplat,9.375836372375488,0.9731200933456421,0.009077652357518673,1000000,,,,-0.5153234989888833,2930,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n20_s42_combined_colmapcams_bothpcd_amglobal_glued_default_c0.0_p22000_voxels_farthestpose_sharedcam_i20_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n20_s42_combined_colmapcams_bothpcd_amglobal_glued_default_c0.0_p22000_voxels_farthestpose_sharedcam_i20_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n20_s42_combined_colmapcams_bothpcd_amglobal_glued_default_c0.0_p22000_voxels_farthestpose_sharedcam_i20_gteval_poseopt_steps15000,,,,/home/ojab2/work/git/vggt/combined_outputs/bicycle_4_n20_s42_combined_colmapcams_bothpcd_amglobal_glued_default_c0.0_p22000_voxels_farthestpose_sharedcam/eval_results.json,bicycle_4_n20_s42_combined_colmapcams_bothpcd_amglobal_glued_default_c0.0_p22000_voxels_farthestpose_sharedcam,bicycle_4_n20_s42_combined_colmapcams_bothpcd_amglobal_glued_default_c0.0_p22000_voxels_farthestpose_sharedcam_i20_gteval_poseopt_steps15000_val_step14999.json,2930,combined | Align Glued,20.0
combined,30,42,0.0,33000,voxels,,,,0,10,farthestpose,30,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Global Alignment,,Shared Cam,,,,,gsplat,12.778038024902344,0.6691519021987915,0.15502527356147766,1000000,0.004649999551475048,0.8672001361846924,,-0.1793355927055264,11193,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n30_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p33000_voxels_farthestpose_sharedcam_i30_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n30_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p33000_voxels_farthestpose_sharedcam_i30_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n30_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p33000_voxels_farthestpose_sharedcam_i30_gteval_poseopt_steps15000,0.5918,0.009894,8,/home/ojab2/work/git/vggt/combined_outputs/bicycle_4_n30_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p33000_voxels_farthestpose_sharedcam/eval_results.json,bicycle_4_n30_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p33000_voxels_farthestpose_sharedcam,bicycle_4_n30_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p33000_voxels_farthestpose_sharedcam_i30_gteval_poseopt_steps15000_val_step14999.json,11193,combined | ,30.0
colmap,40,42,,1994,,,,,0,10,farthestpose,40,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,14.8743314743042,0.6931066513061523,0.26392343640327454,1000000,0.00294899963773787,0.5307000279426575,,-0.0916190896427731,1994,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n40_s42_default_farthestpose_sharedcam_i40_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n40_s42_default_farthestpose_sharedcam_i40_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n40_s42_default_farthestpose_sharedcam_i40_gteval_poseopt_steps15000,0.3116,0.017061,18,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n40_s42_default_farthestpose_sharedcam/eval_results.json,bicycle_4_n40_s42_default_farthestpose_sharedcam,bicycle_4_n40_s42_default_farthestpose_sharedcam_i40_gteval_poseopt_steps15000_val_step14999.json,1994,colmap | ,40.0
combined,40,42,0.0,44000,voxels,,,,0,10,farthestpose,40,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Global Alignment,,Shared Cam,,,,,gsplat,13.94124698638916,0.5759671926498413,0.17632350325584412,1000000,0.0019809999503195286,0.25270000100135803,,-0.08781815527940114,23779,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n40_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p44000_voxels_farthestpose_sharedcam_i40_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n40_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p44000_voxels_farthestpose_sharedcam_i40_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n40_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p44000_voxels_farthestpose_sharedcam_i40_gteval_poseopt_steps15000,0.3116,0.017061,18,/home/ojab2/work/git/vggt/combined_outputs/bicycle_4_n40_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p44000_voxels_farthestpose_sharedcam/eval_results.json,bicycle_4_n40_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p44000_voxels_farthestpose_sharedcam,bicycle_4_n40_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p44000_voxels_farthestpose_sharedcam_i40_gteval_poseopt_steps15000_val_step14999.json,23779,combined | ,40.0
colmap,50,42,,3071,,,,,0,10,farthestpose,50,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,15.93283748626709,0.5932520031929016,0.2600829303264618,1000000,0.002950000111013651,0.39239996671676636,,-0.012624364769869204,3071,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n50_s42_default_farthestpose_sharedcam_i50_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n50_s42_default_farthestpose_sharedcam_i50_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n50_s42_default_farthestpose_sharedcam_i50_gteval_poseopt_steps15000,0.1891,0.008857,29,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n50_s42_default_farthestpose_sharedcam/eval_results.json,bicycle_4_n50_s42_default_farthestpose_sharedcam,bicycle_4_n50_s42_default_farthestpose_sharedcam_i50_gteval_poseopt_steps15000_val_step14999.json,3071,colmap | ,50.0
combined,50,42,0.0,55000,voxels,,,,0,10,farthestpose,50,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Global Alignment,,Shared Cam,,,,,gsplat,16.288820266723633,0.47837331891059875,0.2558857202529907,1000000,0.0026979998219758272,0.1997000128030777,,0.062426168202889154,35806,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n50_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p55000_voxels_farthestpose_sharedcam_i50_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n50_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p55000_voxels_farthestpose_sharedcam_i50_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n50_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p55000_voxels_farthestpose_sharedcam_i50_gteval_poseopt_steps15000,0.1891,0.008857,29,/home/ojab2/work/git/vggt/combined_outputs/bicycle_4_n50_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p55000_voxels_farthestpose_sharedcam/eval_results.json,bicycle_4_n50_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p55000_voxels_farthestpose_sharedcam,bicycle_4_n50_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p55000_voxels_farthestpose_sharedcam_i50_gteval_poseopt_steps15000_val_step14999.json,35806,combined | ,50.0
colmap,60,42,,4084,,,,,0,10,farthestpose,60,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,16.28477668762207,0.54053795337677,0.2567116320133209,1000000,0.00417400011792779,0.24899998307228088,,0.02446104528998468,4084,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n60_s42_default_farthestpose_sharedcam_i60_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n60_s42_default_farthestpose_sharedcam_i60_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n60_s42_default_farthestpose_sharedcam_i60_gteval_poseopt_steps15000,0.1177,0.009469,35,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n60_s42_default_farthestpose_sharedcam/eval_results.json,bicycle_4_n60_s42_default_farthestpose_sharedcam,bicycle_4_n60_s42_default_farthestpose_sharedcam_i60_gteval_poseopt_steps15000_val_step14999.json,4084,colmap | ,60.0
combined,60,42,0.0,66000,voxels,,,,0,10,farthestpose,60,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Global Alignment,,Shared Cam,,,,,gsplat,16.709299087524414,0.43776649236679077,0.2864152193069458,1000000,0.003215999808162451,0.1298000067472458,,0.11313226356221302,43473,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n60_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p66000_voxels_farthestpose_sharedcam_i60_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n60_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p66000_voxels_farthestpose_sharedcam_i60_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n60_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p66000_voxels_farthestpose_sharedcam_i60_gteval_poseopt_steps15000,0.1177,0.009469,35,/home/ojab2/work/git/vggt/combined_outputs/bicycle_4_n60_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p66000_voxels_farthestpose_sharedcam/eval_results.json,bicycle_4_n60_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p66000_voxels_farthestpose_sharedcam,bicycle_4_n60_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p66000_voxels_farthestpose_sharedcam_i60_gteval_poseopt_steps15000_val_step14999.json,43473,combined | ,60.0
colmap,70,42,,5456,,,,,0,10,farthestpose,70,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,16.85085678100586,0.5083832144737244,0.27279427647590637,1000000,0.003145999973639846,0.21660000085830688,,0.06419766948469437,5456,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n70_s42_default_farthestpose_sharedcam_i70_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n70_s42_default_farthestpose_sharedcam_i70_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n70_s42_default_farthestpose_sharedcam_i70_gteval_poseopt_steps15000,0.1038,0.008064,41,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n70_s42_default_farthestpose_sharedcam/eval_results.json,bicycle_4_n70_s42_default_farthestpose_sharedcam,bicycle_4_n70_s42_default_farthestpose_sharedcam_i70_gteval_poseopt_steps15000_val_step14999.json,5456,colmap | ,70.0
combined,70,42,0.0,77000,voxels,,,,0,10,farthestpose,70,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Global Alignment,,Shared Cam,,,,,gsplat,17.43034553527832,0.4120229184627533,0.31606703996658325,1000000,0.002804999705404043,0.13120000064373016,,0.159716316559936,50273,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n70_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p77000_voxels_farthestpose_sharedcam_i70_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n70_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p77000_voxels_farthestpose_sharedcam_i70_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n70_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p77000_voxels_farthestpose_sharedcam_i70_gteval_poseopt_steps15000,0.1038,0.008064,41,/home/ojab2/work/git/vggt/combined_outputs/bicycle_4_n70_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p77000_voxels_farthestpose_sharedcam/eval_results.json,bicycle_4_n70_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p77000_voxels_farthestpose_sharedcam,bicycle_4_n70_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p77000_voxels_farthestpose_sharedcam_i70_gteval_poseopt_steps15000_val_step14999.json,50273,combined | ,70.0
colmap,80,42,,7165,,,,,0,10,farthestpose,80,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,17.42554473876953,0.47730299830436707,0.30026882886886597,1000000,0.0025099997874349356,0.20320001244544983,,0.11009234739945573,7165,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n80_s42_default_farthestpose_sharedcam_i80_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n80_s42_default_farthestpose_sharedcam_i80_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n80_s42_default_farthestpose_sharedcam_i80_gteval_poseopt_steps15000,0.1453,0.00542,48,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n80_s42_default_farthestpose_sharedcam/eval_results.json,bicycle_4_n80_s42_default_farthestpose_sharedcam,bicycle_4_n80_s42_default_farthestpose_sharedcam_i80_gteval_poseopt_steps15000_val_step14999.json,7165,colmap | ,80.0
combined,80,42,0.0,88000,voxels,,,,0,10,farthestpose,80,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Global Alignment,,Shared Cam,,,,,gsplat,17.549283981323242,0.3968847095966339,0.3093169033527374,1000000,0.002366000087931752,0.16050003468990326,,0.16731600543753988,60875,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n80_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p88000_voxels_farthestpose_sharedcam_i80_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n80_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p88000_voxels_farthestpose_sharedcam_i80_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n80_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p88000_voxels_farthestpose_sharedcam_i80_gteval_poseopt_steps15000,0.1453,0.00542,48,/home/ojab2/work/git/vggt/combined_outputs/bicycle_4_n80_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p88000_voxels_farthestpose_sharedcam/eval_results.json,bicycle_4_n80_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p88000_voxels_farthestpose_sharedcam,bicycle_4_n80_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p88000_voxels_farthestpose_sharedcam_i80_gteval_poseopt_steps15000_val_step14999.json,60875,combined | ,80.0
colmap,100,42,,16687,,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,22.471338272094727,0.35102325677871704,0.5768165588378906,1000000,0.0024700001813471317,0.09790000319480896,,0.44320724481417806,16687,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000,0.1069,0.008457,100,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n100_s42_default_farthestpose_sharedcam/eval_results.json,bicycle_4_n100_s42_default_farthestpose_sharedcam,bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,16687,colmap | ,100.0
combined,100,42,0.0,110000,voxels,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,default,MCMC,colmapcams,bothpcd,Global Alignment,,Shared Cam,,,,,gsplat,22.566879272460938,0.2734132409095764,0.5915240049362183,1000000,0.0021959999576210976,0.08799999207258224,,0.5014847854734473,124233,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p110000_voxels_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p110000_voxels_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p110000_voxels_farthestpose_sharedcam_i100_gteval_poseopt_steps15000,0.1069,0.008457,100,/home/ojab2/work/git/vggt/combined_outputs/bicycle_4_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p110000_voxels_farthestpose_sharedcam/eval_results.json,bicycle_4_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p110000_voxels_farthestpose_sharedcam,bicycle_4_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p110000_voxels_farthestpose_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,124233,combined | ,100.0
vggt,20,42,0.0,22000,voxels,,,,0,10,farthestpose,20,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,15.485201835632324,0.5256656408309937,0.2192419022321701,1000000,0.02609129622578621,1.395891547203064,,-0.003077579249492886,22628,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n20_s42_c0.0_p22000_voxels_farthestpose_i20_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n20_s42_c0.0_p22000_voxels_farthestpose_i20_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n20_s42_c0.0_p22000_voxels_farthestpose_i20_gteval_poseopt_steps15000,1.3446,0.119326,20,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n20_s42_c0.0_p22000_voxels_farthestpose/eval_results.json,bicycle_4_n20_s42_c0.0_p22000_voxels_farthestpose,bicycle_4_n20_s42_c0.0_p22000_voxels_farthestpose_i20_gteval_poseopt_steps15000_val_step14999.json,22628,vggt | ,20.0
vggt,30,42,0.0,33000,voxels,,,,0,10,farthestpose,30,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,16.15736961364746,0.48490414023399353,0.23006999492645264,1000000,0.018957657739520073,0.9306682348251343,,0.040863610266709705,33886,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n30_s42_c0.0_p33000_voxels_farthestpose_i30_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n30_s42_c0.0_p33000_voxels_farthestpose_i30_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n30_s42_c0.0_p33000_voxels_farthestpose_i30_gteval_poseopt_steps15000,0.9795,0.090795,30,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n30_s42_c0.0_p33000_voxels_farthestpose/eval_results.json,bicycle_4_n30_s42_c0.0_p33000_voxels_farthestpose,bicycle_4_n30_s42_c0.0_p33000_voxels_farthestpose_i30_gteval_poseopt_steps15000_val_step14999.json,33886,vggt | ,30.0
vggt,40,42,0.0,44000,voxels,,,,0,10,farthestpose,40,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,16.786640167236328,0.4579237401485443,0.2437324821949005,1000000,0.01798691228032112,0.8294970989227295,,0.07716109525700372,43515,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n40_s42_c0.0_p44000_voxels_farthestpose_i40_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n40_s42_c0.0_p44000_voxels_farthestpose_i40_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n40_s42_c0.0_p44000_voxels_farthestpose_i40_gteval_poseopt_steps15000,0.8856,0.086546,40,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n40_s42_c0.0_p44000_voxels_farthestpose/eval_results.json,bicycle_4_n40_s42_c0.0_p44000_voxels_farthestpose,bicycle_4_n40_s42_c0.0_p44000_voxels_farthestpose_i40_gteval_poseopt_steps15000_val_step14999.json,43515,vggt | ,40.0
vggt,50,42,0.0,55000,voxels,,,,0,10,farthestpose,50,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,17.181669235229492,0.43642929196357727,0.25028225779533386,1000000,0.01939426176249981,0.8496748208999634,,0.10157490438885164,55619,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n50_s42_c0.0_p55000_voxels_farthestpose_i50_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n50_s42_c0.0_p55000_voxels_farthestpose_i50_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n50_s42_c0.0_p55000_voxels_farthestpose_i50_gteval_poseopt_steps15000,0.9199,0.086453,50,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n50_s42_c0.0_p55000_voxels_farthestpose/eval_results.json,bicycle_4_n50_s42_c0.0_p55000_voxels_farthestpose,bicycle_4_n50_s42_c0.0_p55000_voxels_farthestpose_i50_gteval_poseopt_steps15000_val_step14999.json,55619,vggt | ,50.0
vggt,60,42,0.0,66000,voxels,,,,0,10,farthestpose,60,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,17.122865676879883,0.41832801699638367,0.25233733654022217,1000000,0.01710154116153717,0.781770646572113,,0.11286137656316578,67566,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n60_s42_c0.0_p66000_voxels_farthestpose_i60_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n60_s42_c0.0_p66000_voxels_farthestpose_i60_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n60_s42_c0.0_p66000_voxels_farthestpose_i60_gteval_poseopt_steps15000,0.8369,0.071063,60,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n60_s42_c0.0_p66000_voxels_farthestpose/eval_results.json,bicycle_4_n60_s42_c0.0_p66000_voxels_farthestpose,bicycle_4_n60_s42_c0.0_p66000_voxels_farthestpose_i60_gteval_poseopt_steps15000_val_step14999.json,67566,vggt | ,60.0
vggt,70,42,0.0,77000,voxels,,,,0,10,farthestpose,70,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,16.98827362060547,0.4170786142349243,0.2543964087963104,1000000,0.024101663380861282,0.9405997395515442,,0.11234430317138222,76966,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n70_s42_c0.0_p77000_voxels_farthestpose_i70_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n70_s42_c0.0_p77000_voxels_farthestpose_i70_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n70_s42_c0.0_p77000_voxels_farthestpose_i70_gteval_poseopt_steps15000,0.9155,0.07769,70,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n70_s42_c0.0_p77000_voxels_farthestpose/eval_results.json,bicycle_4_n70_s42_c0.0_p77000_voxels_farthestpose,bicycle_4_n70_s42_c0.0_p77000_voxels_farthestpose_i70_gteval_poseopt_steps15000_val_step14999.json,76966,vggt | ,70.0
vggt,80,42,0.0,88000,voxels,,,,0,10,farthestpose,80,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,17.308727264404297,0.39303332567214966,0.2606956660747528,1000000,0.024748027324676514,0.9032707214355469,,0.13680517681238327,90156,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n80_s42_c0.0_p88000_voxels_farthestpose_i80_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n80_s42_c0.0_p88000_voxels_farthestpose_i80_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n80_s42_c0.0_p88000_voxels_farthestpose_i80_gteval_poseopt_steps15000,0.873,0.073069,80,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n80_s42_c0.0_p88000_voxels_farthestpose/eval_results.json,bicycle_4_n80_s42_c0.0_p88000_voxels_farthestpose,bicycle_4_n80_s42_c0.0_p88000_voxels_farthestpose_i80_gteval_poseopt_steps15000_val_step14999.json,90156,vggt | ,80.0
vggt,100,42,0.0,110000,voxels,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,17.48287010192871,0.3760794699192047,0.26840686798095703,1000000,0.02541159838438034,0.9143504500389099,,0.1550048620302697,107546,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_voxels_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_voxels_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p110000_voxels_farthestpose_i100_gteval_poseopt_steps15000,0.857,0.067143,100,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_voxels_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p110000_voxels_farthestpose,bicycle_4_n100_s42_c0.0_p110000_voxels_farthestpose_i100_gteval_poseopt_steps15000_val_step14999.json,107546,vggt | ,100.0
