method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,choice,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,max_ba_iterations,source,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,quality,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,sfm_file_path,input_folder,output_folder,initial_points,plot_series,num_images_jitter
combined,20,42,0.0,22000,voxels,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,,,,,default,MCMC,colmapcams,bothpcd,Global Alignment,Align Glued,Shared Cam,,,,,sfm,,,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n20_s42_combined_colmapcams_bothpcd_amglobal_glued_default_c0.0_p22000_voxels_farthestpose_sharedcam/eval_results.json,,lego_1_n20_s42_combined_colmapcams_bothpcd_amglobal_glued_default_c0.0_p22000_voxels_farthestpose_sharedcam,114.8832,0.023191,3,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n20_s42_combined_colmapcams_bothpcd_amglobal_glued_default_c0.0_p22000_voxels_farthestpose_sharedcam/eval_results.json,lego_1_n20_s42_combined_colmapcams_bothpcd_amglobal_glued_default_c0.0_p22000_voxels_farthestpose_sharedcam,,,combined | Align Glued,20.0
colmap,50,42,,3745,,,,,0,10,farthestpose,50,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,10.85949420928955,0.5338558554649353,0.6443099975585938,1000000,0.9361053109169006,158.26168823242188,2.2851622104644775,0.15478331388940747,3745,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n50_s42_default_mpinhole_farthestpose_sharedcam_i50_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n50_s42_default_mpinhole_farthestpose_sharedcam_i50_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n50_s42_default_mpinhole_farthestpose_sharedcam_i50_gteval_poseopt_steps15000,158.6122,3.616413,41,/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n50_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,lego_1_n50_s42_default_mpinhole_farthestpose_sharedcam,lego_1_n50_s42_default_mpinhole_farthestpose_sharedcam_i50_gteval_poseopt_steps15000_val_step14999.json,3745,colmap | ,50.0
colmap,60,42,,4882,,,,,0,10,farthestpose,60,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,10.809134483337402,0.5446030497550964,0.619481086730957,1000000,0.903235912322998,147.38595581054688,3.1697018146514893,0.13269682492893808,4882,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n60_s42_default_mpinhole_farthestpose_sharedcam_i60_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n60_s42_default_mpinhole_farthestpose_sharedcam_i60_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n60_s42_default_mpinhole_farthestpose_sharedcam_i60_gteval_poseopt_steps15000,151.2284,3.589798,49,/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n60_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,lego_1_n60_s42_default_mpinhole_farthestpose_sharedcam,lego_1_n60_s42_default_mpinhole_farthestpose_sharedcam_i60_gteval_poseopt_steps15000_val_step14999.json,4882,colmap | ,60.0
colmap,70,42,,7209,,,,,0,10,farthestpose,70,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,23.296289443969727,0.05554504320025444,0.8697379231452942,1000000,0.001990587217733264,0.13481378555297852,2.804600954055786,0.8121771208210917,7209,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n70_s42_default_mpinhole_farthestpose_sharedcam_i70_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n70_s42_default_mpinhole_farthestpose_sharedcam_i70_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n70_s42_default_mpinhole_farthestpose_sharedcam_i70_gteval_poseopt_steps15000,0.1844,0.010395,70,/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n70_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,lego_1_n70_s42_default_mpinhole_farthestpose_sharedcam,lego_1_n70_s42_default_mpinhole_farthestpose_sharedcam_i70_gteval_poseopt_steps15000_val_step14999.json,7209,colmap | ,70.0
colmap,80,42,,9289,,,,,0,10,farthestpose,80,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,9.934329986572266,0.5391806960105896,0.5151588320732117,1000000,0.26047688722610474,14.386123657226562,3.160804271697998,0.05883670713004544,9289,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n80_s42_default_mpinhole_farthestpose_sharedcam_i80_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n80_s42_default_mpinhole_farthestpose_sharedcam_i80_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n80_s42_default_mpinhole_farthestpose_sharedcam_i80_gteval_poseopt_steps15000,14.3444,0.883651,80,/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n80_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,lego_1_n80_s42_default_mpinhole_farthestpose_sharedcam,lego_1_n80_s42_default_mpinhole_farthestpose_sharedcam_i80_gteval_poseopt_steps15000_val_step14999.json,9289,colmap | ,80.0
colmap,87,42,,10092,,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,gsplat,11.221860885620117,0.4955378472805023,0.6425514221191406,1000000,0.23845438659191132,12.908929824829102,3.42777943611145,0.1841184926776626,10092,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_poseopt_steps15000,12.9097,0.789921,87,/home/ojab2/work/git/vggt/colmap_outputs/lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam,lego_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_poseopt_steps15000_val_step14999.json,10092,colmap | ,87.0
combined,20,42,0.0,22000,voxels,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,,,,,default,MCMC,colmapcams,bothpcd,Global Alignment,,Shared Cam,,,,,sfm,,,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n20_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p22000_voxels_farthestpose_sharedcam/eval_results.json,,lego_1_n20_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p22000_voxels_farthestpose_sharedcam,114.8832,0.023191,3,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n20_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p22000_voxels_farthestpose_sharedcam/eval_results.json,lego_1_n20_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p22000_voxels_farthestpose_sharedcam,,,combined | ,20.0
vggt,20,42,0.0,22000,voxels,,,,0,10,farthestpose,20,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,14.324846267700195,0.3999701142311096,0.6432279944419861,17007,0.01729847677052021,1.281259536743164,,0.3009692690758212,25,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n20_s42_c0.0_p22000_voxels_farthestpose_i20_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n20_s42_c0.0_p22000_voxels_farthestpose_i20_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n20_s42_c0.0_p22000_voxels_farthestpose_i20_gteval_poseopt_steps15000,2.2981,0.141203,20,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n20_s42_c0.0_p22000_voxels_farthestpose/eval_results.json,lego_1_n20_s42_c0.0_p22000_voxels_farthestpose,lego_1_n20_s42_c0.0_p22000_voxels_farthestpose_i20_gteval_poseopt_steps15000_val_step14999.json,25,vggt | ,20.0
combined,30,42,0.0,33000,voxels,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,,,,,default,MCMC,colmapcams,bothpcd,Global Alignment,,Shared Cam,,,,,sfm,,,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n30_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p33000_voxels_farthestpose_sharedcam/eval_results.json,,lego_1_n30_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p33000_voxels_farthestpose_sharedcam,75.8732,2.952918,18,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n30_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p33000_voxels_farthestpose_sharedcam/eval_results.json,lego_1_n30_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p33000_voxels_farthestpose_sharedcam,,,combined | ,30.0
vggt,30,42,0.0,33000,voxels,,,,0,10,farthestpose,30,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,14.080951690673828,0.3155486285686493,0.6269526481628418,1000000,0.029653998091816902,2.064500331878662,,0.33904698465922345,31473,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n30_s42_c0.0_p33000_voxels_farthestpose_i30_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n30_s42_c0.0_p33000_voxels_farthestpose_i30_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n30_s42_c0.0_p33000_voxels_farthestpose_i30_gteval_poseopt_steps15000,2.2345,0.136023,30,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n30_s42_c0.0_p33000_voxels_farthestpose/eval_results.json,lego_1_n30_s42_c0.0_p33000_voxels_farthestpose,lego_1_n30_s42_c0.0_p33000_voxels_farthestpose_i30_gteval_poseopt_steps15000_val_step14999.json,31473,vggt | ,30.0
combined,40,42,0.0,44000,voxels,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,,,,,default,MCMC,colmapcams,bothpcd,Global Alignment,,Shared Cam,,,,,sfm,,,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n40_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p44000_voxels_farthestpose_sharedcam/eval_results.json,,lego_1_n40_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p44000_voxels_farthestpose_sharedcam,154.9139,3.71729,35,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n40_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p44000_voxels_farthestpose_sharedcam/eval_results.json,lego_1_n40_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p44000_voxels_farthestpose_sharedcam,,,combined | ,40.0
vggt,40,42,0.0,44000,voxels,,,,0,10,farthestpose,40,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,14.631043434143066,0.27066144347190857,0.6519755125045776,1000000,0.01510382816195488,1.19911527633667,,0.3915752617471632,42428,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n40_s42_c0.0_p44000_voxels_farthestpose_i40_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n40_s42_c0.0_p44000_voxels_farthestpose_i40_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n40_s42_c0.0_p44000_voxels_farthestpose_i40_gteval_poseopt_steps15000,1.3219,0.069077,40,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n40_s42_c0.0_p44000_voxels_farthestpose/eval_results.json,lego_1_n40_s42_c0.0_p44000_voxels_farthestpose,lego_1_n40_s42_c0.0_p44000_voxels_farthestpose_i40_gteval_poseopt_steps15000_val_step14999.json,42428,vggt | ,40.0
combined,50,42,0.0,55000,voxels,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,,,,,default,MCMC,colmapcams,bothpcd,Global Alignment,,Shared Cam,,,,,sfm,,,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n50_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p55000_voxels_farthestpose_sharedcam/eval_results.json,,lego_1_n50_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p55000_voxels_farthestpose_sharedcam,170.7687,3.636532,43,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n50_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p55000_voxels_farthestpose_sharedcam/eval_results.json,lego_1_n50_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p55000_voxels_farthestpose_sharedcam,,,combined | ,50.0
vggt,50,42,0.0,55000,voxels,,,,0,10,farthestpose,50,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,15.384302139282227,0.22310741245746613,0.6778645515441895,1000000,0.009869219735264778,0.7644074559211731,,0.45001862607194354,53834,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n50_s42_c0.0_p55000_voxels_farthestpose_i50_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n50_s42_c0.0_p55000_voxels_farthestpose_i50_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n50_s42_c0.0_p55000_voxels_farthestpose_i50_gteval_poseopt_steps15000,0.8706,0.041593,50,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n50_s42_c0.0_p55000_voxels_farthestpose/eval_results.json,lego_1_n50_s42_c0.0_p55000_voxels_farthestpose,lego_1_n50_s42_c0.0_p55000_voxels_farthestpose_i50_gteval_poseopt_steps15000_val_step14999.json,53834,vggt | ,50.0
combined,60,42,0.0,66000,voxels,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,,,,,default,MCMC,colmapcams,bothpcd,Global Alignment,,Shared Cam,,,,,sfm,,,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n60_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p66000_voxels_farthestpose_sharedcam/eval_results.json,,lego_1_n60_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p66000_voxels_farthestpose_sharedcam,90.7994,3.439075,56,/home/ojab2/work/git/vggt/combined_outputs/lego_1_n60_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p66000_voxels_farthestpose_sharedcam/eval_results.json,lego_1_n60_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p66000_voxels_farthestpose_sharedcam,,,combined | ,60.0
vggt,60,42,0.0,66000,voxels,,,,0,10,farthestpose,60,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,16.56389808654785,0.16957731544971466,0.7061442136764526,1000000,0.00693677831441164,0.5343282222747803,,0.5214440793360572,64531,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n60_s42_c0.0_p66000_voxels_farthestpose_i60_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n60_s42_c0.0_p66000_voxels_farthestpose_i60_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n60_s42_c0.0_p66000_voxels_farthestpose_i60_gteval_poseopt_steps15000,0.6267,0.028956,60,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n60_s42_c0.0_p66000_voxels_farthestpose/eval_results.json,lego_1_n60_s42_c0.0_p66000_voxels_farthestpose,lego_1_n60_s42_c0.0_p66000_voxels_farthestpose_i60_gteval_poseopt_steps15000_val_step14999.json,64531,vggt | ,60.0
